CEN178	Chr2	100.000	177	0	0	1	177	5722402	5722226	6.64e-87	320
CEN178	Chr2	99.435	177	1	0	1	177	4674591	4674415	2.82e-85	315
CEN178	Chr2	99.435	177	1	0	1	177	5256850	5256674	2.82e-85	315
CEN178	Chr2	99.438	178	0	1	1	177	3867632	3867455	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	3970207	3970030	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	4231185	4231008	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	4237769	4237592	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	4241859	4241682	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	4244704	4244527	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	4248794	4248617	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	4258224	4258047	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	4258936	4258759	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	4316569	4316392	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	4318171	4317994	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	4341548	4341371	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	4362289	4362112	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	4367091	4366914	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	4412110	4411933	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	4419582	4419405	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	4427055	4426878	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	4436305	4436128	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	4453032	4452855	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	4500870	4500693	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	4506383	4506206	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	4516693	4516516	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	4521496	4521319	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	4524697	4524520	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	4532885	4532708	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	4535374	4535197	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	4537517	4537340	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	4541252	4541075	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	4542498	4542321	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	4554058	4553881	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	4557436	4557259	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	4565432	4565255	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	4568810	4568633	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	4569877	4569700	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	4570945	4570768	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	4572012	4571835	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	4573079	4572902	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	4586416	4586239	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	4590149	4589972	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	4592105	4591928	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	4595661	4595484	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	4646490	4646313	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	4647201	4647024	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	4659111	4658934	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	4662134	4661957	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	4666761	4666584	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	4668185	4668008	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	4670321	4670144	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	4672456	4672279	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	4676011	4675834	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	4682593	4682416	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	4685264	4685087	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	4686511	4686334	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	4689179	4689002	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	4692915	4692738	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	4701992	4701815	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	4708577	4708400	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	4710375	4710198	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	4712173	4711996	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	4731858	4731681	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	4987108	4986931	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	5073551	5073374	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	5090986	5090809	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	5093654	5093477	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	5094897	5094720	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	5095965	5095788	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	5101832	5101655	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	5102900	5102723	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	5242995	5242818	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	5243706	5243529	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	5245128	5244951	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	5285225	5285048	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	5286292	5286115	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	5553009	5552832	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	5671459	5671282	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	5673761	5673584	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	5694488	5694311	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	5698401	5698224	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	5701425	5701248	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	5703382	5703205	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	5707116	5706939	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	5711919	5711742	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	5714587	5714410	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	5719918	5719741	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	5729159	5728982	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	5731293	5731116	9.85e-85	314
CEN178	Chr2	99.438	178	0	1	1	177	5733427	5733250	9.85e-85	314
